date,GHI,DNI,DHI,Temperature,Relative_Humidity,Cloud_Coverage,Wind_Speed
2014-01-01,9.3238,11.9304,0.7574,19.9,64.09,3.51,2.24
2014-01-02,8.9645,10.8144,1.056,21.73,60.08,25.91,2.07
2014-01-03,8.8378,9.6854,1.5067,22.52,61.52,31.8,1.61
2014-01-04,8.4211,8.3681,2.3441,22.38,59.29,31.3,1.26
2014-01-05,7.8734,6.9154,2.5949,21.89,63.38,49.69,1.93
2014-01-06,3.9667,0.1116,3.2263,21.61,66.66,98.0,0.85
2014-01-07,4.2442,1.933,3.1063,22.08,64.37,97.3,1.52
2014-01-08,5.4943,1.5838,3.6562,21.41,70.49,90.82,2.04
2014-01-09,6.576,3.0581,3.6845,21.76,69.87,79.29,2.57
2014-01-10,7.7638,7.465,2.2404,23.22,48.02,39.81,2.04
2014-01-11,8.311,8.5589,1.9567,22.06,57.53,23.95,2.37
2014-01-12,7.9289,6.9727,2.3378,22.48,65.7,36.68,2.29
2014-01-13,8.1454,8.3095,2.0095,23.31,59.33,27.42,1.59
2014-01-14,8.3458,7.5696,2.3606,21.62,65.28,18.43,2.03
2014-01-15,7.2528,4.4086,3.4176,21.67,65.28,57.06,2.18
2014-01-16,8.8231,9.9878,1.5396,23.76,52.98,30.06,3.13
2014-01-17,9.0516,10.9176,1.0714,22.8,50.49,5.73,2.38
2014-01-18,8.7142,9.643,1.3704,23.54,42.91,20.68,1.24
2014-01-19,5.0734,2.0837,2.9347,20.23,63.86,92.72,1.2
2014-01-20,7.9846,7.6481,1.9577,21.5,64.3,52.91,1.43
2014-01-21,6.7445,4.2329,3.4483,21.01,64.51,83.86,1.72
2014-01-22,7.9162,7.2874,2.0354,21.45,60.35,56.4,1.67
2014-01-23,6.9689,5.9604,2.1854,22.64,61.38,51.67,1.8
2014-01-24,6.4817,3.8635,3.0317,24.25,57.35,66.02,0.91
2014-01-25,7.5583,6.2683,2.5615,23.42,67.68,42.51,1.44
2014-01-26,6.2983,3.8767,3.301,21.2,67.36,56.0,3.6
2014-01-27,4.5528,1.8713,3.0773,20.63,70.87,75.3,3.35
2014-01-28,5.6712,1.8581,3.9845,21.22,69.86,92.87,2.45
2014-01-29,7.0478,5.088,3.2249,22.08,72.42,61.4,2.36
2014-01-30,5.2997,1.3594,3.893,22.63,72.71,82.95,1.61
2014-01-31,3.1102,0.3269,2.4132,19.57,84.17,99.04,2.42
2014-02-01,5.1629,1.4882,3.5918,20.37,80.71,97.19,2.05
2014-02-02,5.1804,1.7573,3.4459,20.53,83.67,92.15,1.52
2014-02-03,2.0506,0.1589,1.6301,20.25,82.08,98.11,2.51
2014-02-04,4.8526,1.789,3.3353,20.82,77.23,73.72,1.5
2014-02-05,6.0986,3.4776,3.2414,20.56,77.33,63.54,1.6
2014-02-06,5.0395,1.6445,3.2482,21.41,78.26,92.94,1.28
2014-02-07,6.221,3.2246,3.7003,21.24,73.65,63.76,2.82
2014-02-08,6.8616,4.932,2.9551,21.7,72.62,70.31,1.3
2014-02-09,5.6676,2.7238,3.6019,19.88,78.6,85.1,1.88
2014-02-10,6.335,4.1827,3.0317,21.02,69.0,54.13,1.55
2014-02-11,8.4374,10.3514,0.9473,20.82,57.64,17.98,1.73
2014-02-12,8.4713,10.4206,0.9401,21.58,51.05,12.44,2.83
2014-02-13,7.6615,7.5593,2.225,20.15,62.11,42.2,1.63
2014-02-14,6.8786,5.0484,3.1308,21.02,69.34,67.16,2.23
2014-02-15,7.0332,6.2393,2.6477,20.52,59.84,46.06,2.37
2014-02-16,8.0004,8.9537,1.6126,20.32,56.46,21.82,2.12
2014-02-17,7.745,7.338,2.2723,20.18,56.35,38.99,1.46
2014-02-18,7.3627,7.0435,2.179,21.64,54.23,35.66,1.58
2014-02-19,6.7702,4.8446,2.7221,21.56,64.56,71.95,2.12
2014-02-20,6.2359,4.1561,2.8704,21.04,70.32,59.28,2.01
2014-02-21,3.9511,1.4592,2.6225,20.51,74.39,76.87,2.05
2014-02-22,5.0978,2.2457,3.1937,20.58,76.12,78.97,1.8
2014-02-23,5.022,2.6544,2.7835,20.42,79.59,84.94,1.61
2014-02-24,5.0878,2.4823,3.133,19.99,77.94,79.71,1.95
2014-02-25,6.0005,3.9898,2.8577,20.36,74.28,58.82,2.25
2014-02-26,5.1864,2.5562,3.0389,19.65,72.37,67.12,1.48
2014-02-27,6.3094,4.759,2.7787,18.96,70.65,51.11,1.89
2014-02-28,6.8544,6.3228,2.4487,20.01,60.49,30.54,1.64
2014-03-01,2.7072,0.1896,2.2318,17.81,67.98,91.36,1.69
2014-03-02,2.4876,0.4466,1.9049,17.84,79.31,98.2,2.3
2014-03-03,2.633,0.4668,2.0683,18.15,86.83,99.3,1.85
2014-03-04,2.2294,0.3235,1.765,18.75,89.82,99.01,2.89
2014-03-05,2.281,0.2906,1.8132,18.98,84.83,98.28,2.33
2014-03-06,5.6225,3.7834,2.8056,19.65,82.1,78.89,1.6
2014-03-07,4.301,1.6882,2.9249,19.3,81.28,95.85,1.16
2014-03-08,4.6452,2.0758,2.7593,18.76,85.78,87.53,1.43
2014-03-09,3.4058,0.8753,2.4583,19.33,83.03,97.23,1.36
2014-03-10,2.7506,0.451,2.1883,18.03,87.35,99.44,3.04
2014-03-11,2.1907,0.3552,1.7554,18.62,87.66,99.26,2.94
2014-03-12,4.895,1.8864,3.4788,19.76,81.48,97.3,1.76
2014-03-13,3.3022,0.9029,2.4624,16.18,86.53,93.24,2.98
2014-03-14,2.2116,0.305,1.7561,15.81,84.49,88.33,2.01
2014-03-15,4.8516,4.0315,2.5824,18.27,77.26,41.64,1.17
2014-03-16,6.4572,6.3802,1.9862,18.87,77.12,28.95,1.51
2014-03-17,4.9949,4.0493,2.4091,19.24,77.3,45.48,1.67
2014-03-18,4.9476,3.0826,2.6119,18.89,78.12,71.89,1.69
2014-03-19,5.9184,5.5747,2.0734,19.18,78.5,44.21,2.2
2014-03-20,7.1162,8.7326,1.1983,17.97,53.72,19.25,1.54
2014-03-21,5.0429,2.3753,3.1042,17.65,79.37,66.74,2.11
2014-03-22,4.5283,2.6832,2.9297,17.64,78.44,55.47,1.48
2014-03-23,6.6396,7.7234,1.3822,18.83,68.53,12.66,0.93
2014-03-24,6.2546,6.9137,1.6363,18.64,77.38,14.61,2.12
2014-03-25,6.4387,7.7568,1.4664,18.33,73.04,14.88,1.79
2014-03-26,5.9534,6.2834,1.991,18.61,73.63,33.44,1.48
2014-03-27,4.9937,3.6816,2.4739,18.47,79.42,73.35,1.38
2014-03-28,4.8826,3.6922,2.3842,17.07,75.33,63.07,1.83
2014-03-29,4.7652,3.7836,2.4,17.39,75.0,54.85,1.52
2014-03-30,4.0368,1.9034,2.5819,18.36,67.32,63.58,1.15
2014-03-31,4.9666,3.7097,2.329,17.75,72.85,46.91,1.14
2014-04-01,5.1458,4.3042,2.2416,16.88,80.64,44.45,2.04
2014-04-02,4.8799,4.5926,1.9416,17.31,74.83,51.84,2.45
2014-04-03,6.6283,9.3406,0.8398,16.14,53.46,4.31,2.61
2014-04-04,4.8019,4.3346,2.5277,16.96,51.74,66.89,2.03
2014-04-05,6.0833,7.4902,1.4203,16.62,61.18,28.07,1.34
2014-04-06,5.8591,6.5611,1.7839,16.26,68.1,29.71,1.31
2014-04-07,6.0022,7.5883,1.1666,15.57,63.4,12.04,1.65
2014-04-08,5.8954,6.6247,1.6709,14.5,66.13,36.38,1.69
2014-04-09,4.6082,2.2078,3.2302,14.62,69.37,81.24,1.53
2014-04-10,5.6674,6.8796,1.5523,15.0,68.94,22.76,1.56
2014-04-11,5.8858,7.5833,1.2768,14.78,70.78,16.37,1.61
2014-04-12,5.3254,6.2258,1.6766,15.34,71.61,54.17,1.0
2014-04-13,3.9293,2.2562,2.6782,14.79,70.73,95.43,1.08
2014-04-14,2.3316,0.3281,1.8919,15.17,65.2,94.69,1.34
2014-04-15,4.9555,5.8471,1.409,16.22,66.37,40.98,1.64
2014-04-16,3.2674,1.7578,1.974,14.98,78.55,67.89,2.27
2014-04-17,3.9079,2.7144,2.233,13.83,82.39,53.15,1.5
2014-04-18,4.8254,5.3628,1.9164,15.86,67.13,23.07,1.43
2014-04-19,5.3342,6.762,1.729,17.47,52.13,24.88,0.89
2014-04-20,5.4362,7.6498,1.0099,17.6,48.65,7.42,0.81
2014-04-21,5.197,6.4709,1.4878,16.21,58.26,16.39,1.6
2014-04-22,4.8953,5.5982,1.6452,15.72,54.45,34.19,2.19
2014-04-23,2.9208,2.0242,1.9519,15.03,68.58,62.38,2.46
2014-04-24,5.7478,9.1822,0.6065,12.65,52.61,4.84,2.86
2014-04-25,5.8145,9.6038,0.4987,12.23,44.5,0.59,1.79
2014-04-26,5.6239,8.6021,0.8616,13.92,36.18,6.87,2.21
2014-04-27,5.2241,7.3488,1.2658,13.54,41.98,10.89,3.0
2014-04-28,5.5603,9.1339,0.5371,11.47,58.72,5.14,2.2
2014-04-29,5.575,9.4747,0.4675,13.61,36.33,0.46,2.05
2014-04-30,5.4958,9.3216,0.4836,15.33,32.24,0.3,1.72
2014-05-01,5.3947,9.0449,0.5182,14.96,56.4,0.75,1.97
2014-05-02,5.3081,8.8027,0.5525,16.71,41.0,3.22,1.19
2014-05-03,5.2421,8.6458,0.5438,16.8,41.92,1.62,1.15
2014-05-04,5.0942,8.0866,0.6566,16.33,50.49,1.03,1.5
2014-05-05,4.9262,7.4117,0.805,16.04,51.66,6.16,1.69
2014-05-06,3.1514,1.703,2.1103,13.66,73.15,53.42,2.4
2014-05-07,4.3301,4.8698,1.5492,13.62,69.2,22.64,1.6
2014-05-08,4.7993,7.039,0.9367,14.14,56.81,5.82,1.41
2014-05-09,4.4657,6.3456,1.2497,15.03,65.28,18.21,2.58
2014-05-10,4.7494,6.2496,1.8302,13.53,46.58,48.86,2.73
2014-05-11,4.5214,6.2714,1.2938,12.2,40.65,20.6,2.4
2014-05-12,5.0633,9.1056,0.4279,10.98,36.63,1.11,2.8
2014-05-13,4.944,8.6011,0.4764,13.21,42.18,0.2,2.22
2014-05-14,4.9015,8.6138,0.5081,13.18,50.78,1.39,1.64
2014-05-15,4.835,7.9702,0.7291,14.05,36.55,14.75,1.6
2014-05-16,4.9543,8.808,0.4627,12.96,41.03,0.97,2.51
2014-05-17,4.8754,8.6914,0.4673,12.74,41.0,5.88,2.78
2014-05-18,3.2069,3.767,1.6601,11.21,72.68,54.97,1.96
2014-05-19,4.3922,6.1534,1.1254,11.59,72.39,15.34,1.99
2014-05-20,3.8743,5.3064,1.2094,11.32,71.73,44.71,2.28
2014-05-21,3.8069,4.4647,1.6846,12.91,71.64,43.33,1.14
2014-05-22,3.3655,3.8105,1.6202,12.39,78.24,36.21,2.46
2014-05-23,4.4784,7.4347,0.6463,14.38,61.21,5.97,1.15
2014-05-24,4.4294,6.7135,1.055,13.15,54.7,35.53,1.41
2014-05-25,3.9631,5.3856,2.5001,13.11,56.32,76.11,1.87
2014-05-26,4.5641,8.196,0.5246,13.04,49.65,6.68,2.24
2014-05-27,4.5132,8.1106,0.4896,14.39,44.47,0.61,1.58
2014-05-28,4.4477,7.8458,0.5302,13.32,40.83,0.7,2.13
2014-05-29,4.5108,8.2349,0.4577,12.92,39.88,10.08,1.8
2014-05-30,4.3445,7.7782,0.492,13.56,41.27,10.21,2.38
2014-05-31,4.4222,8.0986,0.4594,13.85,47.8,0.43,1.98
2014-06-01,4.4318,7.8322,0.5234,13.69,48.16,14.66,2.52
2014-06-02,4.3414,7.74,0.553,13.94,40.86,15.04,2.21
2014-06-03,4.4021,7.9946,0.4968,13.02,40.52,1.56,2.13
2014-06-04,4.3728,7.8058,0.5268,12.87,41.84,0.73,2.78
2014-06-05,3.9343,5.6765,1.2238,11.36,48.06,32.96,4.52
2014-06-06,4.596,8.8886,0.39,3.75,45.54,10.9,4.57
2014-06-07,4.4822,8.568,0.4008,6.03,36.43,3.25,1.54
2014-06-08,4.4714,8.5718,0.4008,8.44,41.3,0.83,1.54
2014-06-09,4.4167,8.2879,0.4298,9.12,49.25,2.15,1.74
2014-06-10,4.3918,8.1262,0.4745,7.85,50.05,3.99,2.8
2014-06-11,4.2946,7.6378,0.5592,7.37,44.02,11.76,1.85
2014-06-12,4.4455,8.1418,0.5306,6.43,30.2,10.82,1.78
2014-06-13,4.3202,7.6939,0.5988,7.15,33.16,15.31,2.2
2014-06-14,4.3428,8.0678,0.4894,9.41,36.48,5.12,2.21
2014-06-15,4.2372,7.6757,0.5196,10.88,44.0,4.6,3.44
2014-06-16,4.381,8.394,0.4193,9.01,49.81,1.95,2.85
2014-06-17,4.3459,8.1996,0.4495,10.1,45.85,1.16,1.98
2014-06-18,4.2396,7.8703,0.4788,10.44,48.67,1.22,2.55
2014-06-19,4.427,8.4806,0.426,7.53,42.86,2.55,4.76
2014-06-20,4.4678,8.5217,0.4265,7.59,39.08,4.94,2.38
2014-06-21,4.4052,8.3546,0.4646,8.38,35.96,2.67,1.3
2014-06-22,4.3486,7.9567,0.5239,10.11,45.95,1.93,1.12
2014-06-23,4.3649,8.2318,0.4495,10.01,43.23,1.97,1.35
2014-06-24,4.2996,8.0014,0.5069,9.09,40.38,4.08,1.4
2014-06-25,4.2473,7.6812,0.5546,10.56,40.65,4.22,1.74
2014-06-26,4.2098,7.745,0.4951,11.43,55.31,1.62,2.22
2014-06-27,3.8662,6.5326,0.7015,12.07,59.96,35.51,1.85
2014-06-28,2.9971,3.4927,1.2271,11.61,70.0,56.96,1.83
2014-06-29,3.5249,5.4346,0.8424,11.62,73.5,37.73,1.3
2014-06-30,3.577,5.339,1.0212,12.64,56.67,23.62,1.42
2014-07-01,4.1424,7.2499,0.6108,11.9,50.01,1.88,1.47
2014-07-02,4.2545,7.6865,0.5374,9.83,45.9,0.71,1.44
2014-07-03,4.2235,7.4678,0.5765,10.9,39.97,0.63,0.86
2014-07-04,4.2538,7.5701,0.5741,10.09,44.14,0.6,1.85
2014-07-05,4.212,7.3512,0.6173,9.86,55.26,2.65,3.02
2014-07-06,4.0716,6.7956,0.7409,9.65,51.24,5.94,2.61
2014-07-07,4.3507,7.6997,0.5755,7.17,38.1,8.64,2.94
2014-07-08,4.6207,8.6242,0.479,3.59,28.2,9.31,3.59
2014-07-09,4.3896,7.4002,0.7459,3.63,49.1,18.84,1.98
2014-07-10,4.518,8.1895,0.5311,4.93,38.0,2.19,1.66
2014-07-11,4.4712,7.9553,0.5729,6.2,55.28,2.8,1.61
2014-07-12,4.4712,8.148,0.5054,7.36,45.23,3.01,2.33
2014-07-13,4.5535,8.3035,0.5107,8.96,37.65,3.95,2.06
2014-07-14,4.5557,8.2546,0.5227,9.22,29.72,2.04,1.59
2014-07-15,4.2396,6.7243,0.7332,9.28,65.55,5.76,1.8
2014-07-16,4.4482,7.7489,0.5683,11.17,48.71,1.43,1.55
2014-07-17,4.6296,8.4026,0.4879,10.32,43.32,5.01,2.67
2014-07-18,4.4734,7.6279,0.7207,11.36,36.05,10.3,2.64
2014-07-19,4.7278,8.5848,0.5016,7.68,39.27,10.07,3.85
2014-07-20,4.6915,8.347,0.5362,9.28,36.83,7.17,2.02
2014-07-21,4.6356,7.8394,0.6286,9.61,42.13,2.54,1.63
2014-07-22,4.6082,7.8612,0.5923,9.39,60.2,1.53,1.72
2014-07-23,4.6433,8.081,0.5674,11.99,40.07,1.86,1.76
2014-07-24,4.7402,8.2476,0.5398,12.97,27.95,3.25,2.11
2014-07-25,4.8077,8.4934,0.4997,12.28,27.7,2.1,2.5
2014-07-26,4.6661,7.8888,0.5815,10.01,44.09,5.71,3.76
2014-07-27,4.8924,8.5358,0.4918,8.65,30.27,8.44,3.03
2014-07-28,4.793,7.9459,0.6302,10.99,44.24,6.9,1.99
2014-07-29,4.6682,7.1611,0.7834,10.04,66.06,5.37,2.82
2014-07-30,4.6366,7.0241,0.9766,10.47,58.78,8.16,0.91
2014-07-31,4.7194,7.4273,0.785,11.04,44.43,2.85,2.25
2014-08-01,4.8962,7.9627,0.6226,12.16,33.97,4.71,2.4
2014-08-02,4.8614,7.7568,0.6646,11.87,29.81,2.37,2.13
2014-08-03,4.9766,8.1432,0.625,11.15,32.1,2.34,1.92
2014-08-04,4.992,8.1929,0.6346,10.53,40.95,0.64,2.24
2014-08-05,5.0563,8.3825,0.5654,13.15,32.47,2.01,2.58
2014-08-06,4.7532,7.1453,0.9734,14.14,27.33,20.42,2.27
2014-08-07,4.8943,7.3375,0.8251,14.12,46.77,4.12,3.68
2014-08-08,4.9925,7.3534,0.8578,12.79,57.1,3.18,4.67
2014-08-09,2.173,1.3517,1.5317,11.59,75.28,58.02,3.69
2014-08-10,4.1546,4.8156,1.4628,13.28,64.69,54.01,2.94
2014-08-11,4.4282,5.1557,1.3214,13.55,62.88,50.79,3.1
2014-08-12,4.8372,6.4855,1.1047,13.34,64.06,17.31,1.91
2014-08-13,5.1713,7.6243,0.8638,12.81,51.03,4.14,1.88
2014-08-14,5.1684,7.6097,0.895,15.64,39.51,12.37,1.57
2014-08-15,4.7645,6.3533,0.9737,16.76,38.15,38.51,1.76
2014-08-16,1.8156,0.7402,1.4182,13.41,72.81,90.31,3.11
2014-08-17,3.8628,3.3221,2.0964,12.62,74.38,59.15,2.35
2014-08-18,5.1247,7.1304,1.0548,13.1,66.99,13.94,2.45
2014-08-19,5.1,6.8304,1.2838,15.95,49.94,25.93,2.37
2014-08-20,4.4213,4.3226,2.8867,17.79,41.0,67.77,2.19
2014-08-21,3.0418,1.8485,2.0981,17.28,43.61,82.17,2.92
2014-08-22,6.1279,10.1393,0.4622,9.69,29.71,7.59,5.32
2014-08-23,6.1169,10.0114,0.4798,8.21,30.79,5.0,3.61
2014-08-24,6.1138,10.0229,0.4522,9.15,26.51,4.23,4.12
2014-08-25,6.187,10.1023,0.5143,10.81,25.66,5.44,2.0
2014-08-26,6.2122,9.9007,0.5227,13.89,15.94,4.02,1.44
2014-08-27,5.9162,9.0125,0.6737,13.64,21.33,1.58,2.85
2014-08-28,5.8121,8.1197,0.9151,14.34,24.56,5.12,4.72
2014-08-29,6.3552,9.6782,0.6761,6.46,40.6,5.4,6.71
2014-08-30,6.3638,9.9874,0.5249,8.05,35.46,3.64,2.53
2014-08-31,6.2801,9.6348,0.6074,10.17,27.75,2.33,1.65
2014-09-01,6.2878,9.7313,0.528,11.48,37.46,1.81,1.69
2014-09-02,6.3358,9.6326,0.612,12.29,40.23,1.72,1.87
2014-09-03,6.3869,9.7258,0.6086,12.68,41.39,4.16,1.74
2014-09-04,6.3994,9.5642,0.653,13.39,39.28,4.81,1.85
2014-09-05,6.3962,9.3926,0.6506,13.84,39.81,2.63,1.42
2014-09-06,6.3559,9.0838,0.7349,16.12,18.83,2.53,1.8
2014-09-07,6.439,9.2314,0.714,18.01,18.76,1.5,2.09
2014-09-08,6.6266,9.5988,0.7342,19.92,15.88,4.67,1.23
2014-09-09,6.3571,8.873,0.8866,17.97,29.09,1.21,2.59
2014-09-10,6.7375,9.9108,0.6298,19.15,26.64,0.9,1.96
2014-09-11,6.5923,9.2218,0.7639,19.35,21.96,0.4,2.44
2014-09-12,6.535,8.9551,0.8105,20.32,22.76,2.51,1.95
2014-09-13,6.2486,7.9032,1.1208,19.83,36.19,6.13,2.57
2014-09-14,6.528,8.6878,0.8844,20.52,41.75,0.81,2.07
2014-09-15,6.7152,9.4342,0.7613,20.46,23.95,0.88,1.82
2014-09-16,6.611,9.0233,0.8786,20.4,20.19,1.12,2.18
2014-09-17,6.8069,9.3216,0.7781,20.36,24.26,1.88,2.14
2014-09-18,6.3014,6.803,1.5792,20.99,26.74,16.21,4.2
2014-09-19,6.9948,8.8135,1.0966,15.62,18.76,23.35,4.42
2014-09-20,4.6334,3.4258,2.1271,15.83,50.32,56.53,3.79
2014-09-21,4.5211,3.7078,1.9934,15.75,54.84,51.23,2.31
2014-09-22,6.0206,6.2782,1.6414,16.93,51.82,19.58,2.23
2014-09-23,6.5904,7.9051,1.2228,17.79,47.2,30.32,2.3
2014-09-24,6.9578,8.9215,0.9878,17.46,34.82,31.14,3.09
2014-09-25,7.0558,9.1025,0.9173,18.99,37.09,10.54,2.85
2014-09-26,6.821,8.2894,1.3462,21.3,29.78,10.49,2.43
2014-09-27,6.6751,7.9812,1.3222,21.51,33.26,31.96,3.31
2014-09-28,6.2196,6.3326,1.7342,20.63,48.1,43.07,5.64
2014-09-29,3.3998,0.8822,2.4588,18.88,66.36,67.43,4.16
2014-09-30,7.3915,9.1301,1.1599,17.27,30.25,15.87,4.39
2014-10-01,7.7525,11.0371,0.5146,15.11,29.84,0.89,3.34
2014-10-02,7.0738,8.1756,1.4386,15.61,44.83,20.19,3.13
2014-10-03,6.3106,6.7274,1.8658,16.27,49.9,23.76,2.98
2014-10-04,7.2718,8.2142,1.6483,15.28,51.41,12.64,1.76
2014-10-05,7.4316,8.82,1.2334,16.38,44.45,7.75,1.67
2014-10-06,7.6836,10.175,0.7606,18.17,36.21,0.99,2.11
2014-10-07,6.8556,6.6533,2.6196,18.74,28.38,44.36,2.03
2014-10-08,7.8509,10.7604,0.635,21.12,22.42,0.81,2.93
2014-10-09,7.3884,8.7216,1.2886,22.97,23.96,30.96,3.25
2014-10-10,6.4903,6.5875,1.6198,20.15,42.56,62.83,4.58
2014-10-11,3.0019,1.3109,2.213,18.09,69.13,83.62,4.66
2014-10-12,6.2189,5.5666,1.8614,21.31,60.97,33.75,3.34
2014-10-13,7.3963,7.8288,1.7707,23.77,29.39,30.7,3.19
2014-10-14,7.0289,7.0421,2.1288,20.34,46.53,64.43,2.83
2014-10-15,3.2386,0.8942,2.4031,19.18,57.55,75.72,3.75
2014-10-16,6.8038,5.6954,2.615,19.11,46.07,50.89,5.2
2014-10-17,6.4526,6.4903,2.7245,15.45,42.42,41.5,4.17
2014-10-18,8.0383,10.2859,0.9686,15.17,34.95,8.25,2.8
2014-10-19,8.107,10.3349,0.9329,18.47,33.13,8.86,2.05
2014-10-20,8.2032,10.5269,0.913,20.27,29.29,10.86,2.51
2014-10-21,7.6188,8.5939,1.2396,20.74,44.7,28.38,3.83
2014-10-22,7.5912,8.1972,1.4722,20.9,53.07,22.6,3.6
2014-10-23,7.1784,7.752,1.3531,20.31,57.63,41.01,3.75
2014-10-24,7.505,6.7068,2.0969,22.68,42.93,63.11,1.6
2014-10-25,6.8959,6.3132,2.0592,20.85,57.54,53.53,3.52
2014-10-26,3.821,1.2058,2.7077,16.33,69.3,79.05,3.33
2014-10-27,7.6975,8.0837,2.0071,17.48,60.05,23.06,3.13
2014-10-28,7.3922,7.0092,2.419,19.47,56.81,35.81,1.92
2014-10-29,7.7234,7.8535,1.9877,22.01,39.49,21.88,1.83
2014-10-30,7.3344,7.6174,1.9414,24.78,32.14,41.17,1.8
2014-10-31,7.3865,7.3906,1.8182,23.9,41.5,60.15,2.76
2014-11-01,5.5073,3.5851,3.0022,20.27,63.79,82.9,3.43
2014-11-02,3.325,0.984,2.5085,18.32,64.95,84.87,2.9
2014-11-03,4.261,1.0937,3.1121,18.08,76.82,98.86,2.96
2014-11-04,4.3111,2.1214,2.635,18.34,66.65,63.16,5.18
2014-11-05,8.5238,11.1907,0.8249,18.0,39.08,0.3,2.73
2014-11-06,7.5617,6.8897,2.6902,19.17,53.79,23.41,2.33
2014-11-07,7.4002,7.4779,2.0138,21.57,51.33,37.98,2.28
2014-11-08,6.427,4.315,2.9059,19.87,62.59,71.88,3.39
2014-11-09,7.1657,7.1827,1.8804,21.78,55.97,60.71,2.76
2014-11-10,3.0502,1.2192,2.093,20.5,64.94,92.23,2.04
2014-11-11,1.2394,0.0648,0.9871,18.47,79.24,99.76,3.65
2014-11-12,1.9282,0.025,1.5557,17.64,82.39,99.62,4.21
2014-11-13,6.437,3.4061,3.4061,20.18,67.13,67.48,2.99
2014-11-14,7.8454,8.3954,2.0124,22.65,47.51,36.8,2.71
2014-11-15,3.4078,1.8847,2.2111,19.96,65.97,59.9,3.59
2014-11-16,8.6227,9.5191,1.7462,17.56,37.17,14.28,2.79
2014-11-17,5.3194,3.2575,3.0194,15.35,53.62,60.37,1.66
2014-11-18,5.8985,3.2645,3.378,14.93,60.63,49.85,2.28
2014-11-19,7.5641,6.2676,2.6849,16.95,51.96,43.1,2.3
2014-11-20,6.8566,6.6108,2.455,19.15,47.29,58.72,2.88
2014-11-21,6.7277,5.4833,2.5966,21.6,39.43,67.49,2.44
2014-11-22,6.479,6.0106,2.6798,21.61,56.71,71.56,3.08
2014-11-23,3.1013,2.1113,1.7311,18.92,66.23,81.84,2.98
2014-11-24,6.8208,5.2922,2.6621,20.91,56.33,66.24,1.87
2014-11-25,7.5098,6.9629,2.244,22.17,56.15,45.76,2.74
2014-11-26,8.0424,7.4508,2.111,22.07,63.94,43.74,3.25
2014-11-27,3.9444,0.3953,3.1658,16.98,81.79,94.54,3.89
2014-11-28,7.8226,6.1212,4.0092,20.15,50.57,86.93,2.9
2014-11-29,7.0975,5.1883,2.9681,20.5,58.04,77.58,2.46
2014-11-30,6.4572,3.4675,3.3912,18.94,74.99,76.88,2.43
2014-12-01,8.4631,8.411,2.2123,20.8,56.77,23.32,1.53
2014-12-02,8.6023,9.2362,1.7767,20.99,52.61,14.65,1.57
2014-12-03,8.2051,8.4742,2.1331,21.18,43.63,35.9,2.58
2014-12-04,8.3897,8.6606,1.8617,22.18,38.37,32.56,1.66
2014-12-05,7.8758,6.8038,2.561,23.56,41.8,55.8,2.5
2014-12-06,7.5096,6.0751,2.6724,21.09,61.71,73.83,2.26
2014-12-07,8.1211,7.3373,2.3875,20.96,68.79,59.92,1.96
2014-12-08,6.7577,3.5722,3.4397,18.47,78.76,87.66,1.86
2014-12-09,3.7346,0.6146,2.8987,18.36,79.51,92.1,1.62
2014-12-10,6.0622,2.3352,3.7418,20.36,70.3,83.29,1.61
2014-12-11,7.261,4.745,3.3547,20.27,71.2,78.35,2.1
2014-12-12,4.1602,2.2421,2.3851,20.33,66.47,85.99,1.12
2014-12-13,4.9231,1.5487,3.2652,21.65,59.7,82.06,1.65
2014-12-14,6.984,5.2507,2.8212,20.48,70.23,77.13,2.27
2014-12-15,6.5616,4.0879,3.1716,20.74,69.73,80.06,1.24
2014-12-16,2.4958,0.247,1.9625,18.29,79.63,97.58,2.66
2014-12-17,5.4962,2.4151,3.5395,18.79,72.44,82.15,2.16
2014-12-18,6.101,3.0494,3.4387,20.4,71.49,87.48,1.06
2014-12-19,6.4363,3.7529,3.3389,20.49,70.3,88.42,0.78
2014-12-20,7.9896,6.7918,2.6011,22.44,59.58,46.74,1.67
2014-12-21,8.1617,8.7031,1.8154,22.68,47.84,35.23,1.81
2014-12-22,5.928,3.8916,3.3451,23.75,54.55,89.11,1.16
2014-12-23,6.2592,4.8466,2.5471,21.85,72.84,71.08,2.58
2014-12-24,7.1827,6.4896,2.3604,23.54,63.48,47.9,1.19
2014-12-25,8.3854,8.1197,2.021,24.1,58.35,49.04,2.28
2014-12-26,6.7248,3.9158,3.0329,23.28,63.65,87.17,1.75
2014-12-27,3.0802,0.187,2.455,19.45,89.54,99.7,3.71
2014-12-28,4.6142,0.7447,3.4392,21.56,79.95,98.87,2.01
2014-12-29,8.2658,6.941,2.7718,20.2,68.61,53.02,3.66
2014-12-30,9.0958,11.3299,0.9936,21.24,62.27,10.35,2.06
2014-12-31,6.4224,3.0386,3.6353,20.7,69.38,72.7,2.84
2015-01-01,5.3707,4.3001,2.0316,19.64,74.36,77.06,2.05
2015-01-02,5.9138,2.8596,3.2995,21.87,65.29,79.39,1.15
2015-01-03,6.4781,5.2121,2.2039,22.12,68.69,43.96,1.16
2015-01-04,8.8745,9.4975,1.5806,23.58,58.92,19.76,1.28
2015-01-05,8.591,8.2937,2.1494,23.53,58.62,26.76,2.14
