date,GHI,DNI,DHI,Temperature,Relative_Humidity,Cloud_Coverage,Wind_Speed
2016-05-03,5.2819,8.8469,0.5635,15.25,36.67,4.5,2.41
2016-05-04,5.2589,8.4734,0.63,13.83,44.93,4.53,1.94
2016-05-05,5.1211,7.9459,0.7291,13.52,53.52,0.47,1.44
2016-05-06,5.0688,7.9682,0.7123,14.31,46.59,14.11,1.88
2016-05-07,4.4738,5.7643,1.3433,14.39,45.82,35.08,2.14
2016-05-08,2.947,1.0061,2.238,12.9,76.17,78.29,2.89
2016-05-09,4.5418,6.2136,1.2595,12.96,71.96,31.61,2.75
2016-05-10,3.1358,3.2184,1.6524,13.67,76.28,50.08,2.49
2016-05-11,4.175,6.2921,0.918,14.55,64.47,33.82,2.28
2016-05-12,4.585,7.1328,1.002,15.52,50.21,19.33,1.67
2016-05-13,3.8482,5.0597,1.3651,15.09,47.93,52.14,2.44
2016-05-14,0.863,0.0958,0.7152,12.79,73.36,97.7,3.6
2016-05-15,2.5908,1.1834,1.7659,11.7,86.42,91.71,2.36
2016-05-16,4.1215,5.5505,1.2118,13.22,75.13,30.8,0.84
2016-05-17,4.5002,6.7262,0.9737,13.92,63.87,8.06,1.13
2016-05-18,3.7562,4.4911,1.5338,13.08,66.78,24.95,1.59
2016-05-19,4.2883,6.2342,1.109,13.31,68.31,31.57,1.4
2016-05-20,3.7793,5.1475,1.3286,13.11,69.39,24.98,2.74
2016-05-21,3.0,2.7655,1.7299,12.01,74.26,50.77,1.42
2016-05-22,4.4347,7.1345,0.8242,12.85,62.4,5.59,1.38
2016-05-23,4.5982,8.076,0.545,11.9,57.62,0.54,1.54
2016-05-24,4.5816,8.1744,0.5083,12.19,54.54,4.61,1.73
2016-05-25,3.6257,3.1862,1.9795,12.18,54.78,53.47,1.93
2016-05-26,3.3761,3.635,1.6838,11.11,75.81,53.94,2.21
2016-05-27,3.8446,5.5848,1.224,10.88,70.38,29.09,1.92
2016-05-28,4.308,6.6413,1.1117,11.44,56.81,7.84,2.02
2016-05-29,4.421,7.6529,0.6005,11.6,49.91,14.39,1.33
2016-05-30,4.3915,7.9598,0.4994,11.32,48.46,10.54,1.14
2016-05-31,4.4414,7.9594,0.5201,11.09,47.09,1.33,1.18
2016-06-01,4.2847,7.3183,0.677,10.55,48.99,9.39,1.62
2016-06-02,4.1066,6.2311,1.021,11.22,42.96,12.87,1.72
2016-06-03,4.1311,6.725,0.7068,11.4,42.73,1.52,1.55
2016-06-04,3.7183,5.0081,1.6526,11.23,51.04,37.28,1.82
2016-06-05,3.2794,4.0294,1.1851,11.93,63.01,27.82,1.23
2016-06-06,3.6007,4.6934,1.1227,11.73,64.66,21.06,0.89
2016-06-07,3.9881,6.1723,0.8621,11.68,60.46,16.27,0.85
2016-06-08,4.1438,7.1635,0.6146,11.82,47.62,17.39,1.23
2016-06-09,4.2886,7.7765,0.4968,11.64,45.41,6.16,1.49
2016-06-10,4.272,7.7405,0.5784,11.92,53.17,18.38,2.2
2016-06-11,4.1549,7.2442,0.5993,10.96,51.96,33.26,3.42
2016-06-12,2.6074,1.7018,1.8518,7.47,67.78,73.0,4.34
2016-06-13,1.1018,0.804,0.8815,6.51,88.36,98.39,4.2
2016-06-14,1.836,1.4431,1.2082,8.52,78.61,77.56,2.16
2016-06-15,3.7877,6.149,0.8422,10.34,68.56,20.42,2.3
2016-06-16,4.1323,7.6752,0.5292,10.81,54.05,20.81,2.36
2016-06-17,3.6818,5.742,0.899,10.26,65.39,22.47,2.44
2016-06-18,4.0457,7.1184,0.5801,10.77,79.41,2.28,2.93
2016-06-19,4.2029,7.7342,0.5026,11.53,66.18,0.38,2.42
2016-06-20,4.2821,8.0753,0.4615,12.39,49.71,0.66,2.13
2016-06-21,4.1098,7.4599,0.5182,11.68,42.33,12.11,1.63
2016-06-22,3.7572,6.0792,0.8388,10.4,77.59,13.7,2.54
2016-06-23,3.4214,5.185,1.0272,10.7,68.72,25.38,1.41
2016-06-24,4.1863,7.4837,0.5683,10.35,51.86,0.84,1.37
2016-06-25,4.2497,7.7755,0.5311,9.34,51.76,0.61,1.18
2016-06-26,4.2864,7.8374,0.5417,9.61,44.24,1.86,1.48
2016-06-27,4.3111,8.0462,0.4697,9.19,45.93,1.58,2.27
2016-06-28,4.3855,8.2565,0.4754,8.8,47.35,1.17,2.99
2016-06-29,4.3178,7.7846,0.5498,9.92,55.76,3.38,1.74
2016-06-30,4.3126,7.6994,0.5954,11.33,40.36,2.4,1.64
2016-07-01,4.2761,7.6627,0.5671,10.82,50.64,6.26,2.45
2016-07-02,3.93,5.9098,1.813,8.09,55.2,43.99,3.77
2016-07-03,4.0366,5.7511,1.0411,7.14,67.92,40.76,2.41
2016-07-04,4.2288,7.1938,0.743,8.25,69.47,5.78,1.15
2016-07-05,4.4042,8.1286,0.4985,7.62,65.38,6.15,1.79
2016-07-06,4.3382,7.9298,0.5174,9.66,59.3,5.88,2.27
2016-07-07,4.0469,6.5863,0.828,9.37,66.86,10.17,2.18
2016-07-08,4.0963,6.7632,0.7606,8.32,72.98,13.54,2.39
2016-07-09,4.4254,8.1204,0.4985,9.41,38.66,1.18,2.36
2016-07-10,4.3836,7.8022,0.552,9.4,47.97,1.22,1.0
2016-07-11,4.4062,7.7926,0.5551,9.85,49.97,0.71,0.95
2016-07-12,4.3942,7.6546,0.587,9.93,42.32,1.83,1.56
2016-07-13,4.5144,8.2594,0.4961,8.92,54.0,2.87,2.01
2016-07-14,4.4906,8.1305,0.5021,8.67,61.58,2.22,1.22
2016-07-15,4.4743,8.023,0.5278,10.01,47.22,1.56,1.31
2016-07-16,4.5353,8.0933,0.5155,9.85,44.05,2.16,0.99
2016-07-17,3.3655,3.9281,1.362,9.77,61.31,52.86,1.77
2016-07-18,4.1441,6.3091,0.9072,9.68,58.52,16.53,1.64
2016-07-19,4.519,7.8504,0.5657,10.21,44.77,3.75,1.85
2016-07-20,4.6464,8.3407,0.4769,11.21,39.62,2.98,1.71
2016-07-21,4.7474,8.7029,0.455,12.22,34.34,5.77,2.39
2016-07-22,4.7762,8.5927,0.4846,12.35,31.56,2.74,2.49
2016-07-23,4.7395,8.2944,0.5479,9.65,41.52,3.48,2.63
2016-07-24,3.9516,5.5145,1.0546,10.01,66.48,21.14,4.57
2016-07-25,2.6688,2.057,1.5348,10.75,81.14,66.2,6.41
2016-07-26,1.8384,0.943,1.2857,9.61,86.13,84.26,4.4
2016-07-27,5.0052,8.8476,0.4562,5.02,39.59,10.92,2.38
2016-07-28,4.8806,8.4086,0.4745,6.66,44.37,0.27,2.55
2016-07-29,4.9968,8.9374,0.4366,7.45,59.52,0.93,2.77
2016-07-30,4.9939,8.6244,0.515,8.79,53.05,1.18,2.28
2016-07-31,4.3478,5.7324,1.3169,10.19,52.86,19.73,3.83
2016-08-01,4.7808,7.2708,1.0241,7.38,60.46,14.78,3.52
2016-08-02,5.0947,8.705,0.5018,9.44,62.76,0.77,2.26
2016-08-03,4.901,7.8204,0.7337,9.11,50.92,3.25,4.36
2016-08-04,5.3093,9.4435,0.4073,6.46,47.08,0.77,4.59
2016-08-05,5.2498,8.9921,0.4838,9.06,37.84,2.39,1.98
2016-08-06,5.2814,8.8358,0.5539,11.78,31.96,2.1,1.69
2016-08-07,5.329,8.9618,0.5292,13.46,30.2,0.46,2.07
2016-08-08,4.7285,5.5942,2.2219,12.48,33.05,51.29,2.75
2016-08-09,5.2594,8.2927,0.7087,10.39,51.87,10.45,2.02
2016-08-10,5.4722,9.0127,0.5765,12.58,28.46,4.51,1.13
2016-08-11,5.3266,7.7038,1.1405,12.72,28.41,18.0,1.28
2016-08-12,5.6102,9.4246,0.5126,13.42,24.41,2.17,1.59
2016-08-13,5.5898,9.3427,0.5172,12.7,29.77,2.69,2.4
2016-08-14,5.4036,8.7245,0.5633,14.79,32.61,0.94,1.94
2016-08-15,5.1612,7.686,0.949,14.59,44.6,14.43,3.24
2016-08-16,4.6608,4.8564,2.0326,12.97,67.55,28.34,3.44
2016-08-17,5.2296,7.1921,0.9437,13.14,61.9,6.78,2.58
2016-08-18,5.3798,7.489,1.0358,12.84,63.72,7.1,3.11
2016-08-19,5.1492,6.781,1.1131,13.43,62.69,11.75,2.39
2016-08-20,4.7242,6.0161,1.2019,16.06,46.43,39.08,2.61
2016-08-21,5.8788,9.2376,0.6151,14.7,31.54,6.5,3.04
2016-08-22,5.9832,9.5762,0.5366,11.04,28.85,9.9,5.31
2016-08-23,5.0364,5.4854,2.3381,9.33,32.03,39.1,2.98
2016-08-24,5.8589,8.8188,0.624,11.8,48.46,3.44,1.9
2016-08-25,5.9568,9.1354,0.6401,14.86,30.25,7.44,1.79
2016-08-26,5.9923,9.2153,0.6026,17.31,23.95,7.44,1.55
2016-08-27,5.958,8.9988,0.6636,14.7,48.78,8.8,1.95
2016-08-28,6.1008,9.3281,0.6108,16.16,34.29,7.49,1.4
2016-08-29,6.2066,9.3641,0.653,17.65,29.15,3.1,1.41
2016-08-30,6.264,9.4277,0.6377,17.87,24.75,2.8,1.32
2016-08-31,6.2455,9.4841,0.6113,16.2,30.97,5.43,2.41
2016-09-01,6.1788,9.2011,0.6962,15.53,33.14,6.12,1.84
2016-09-02,5.857,6.901,1.8538,16.16,35.86,43.97,1.1
2016-09-03,6.3578,9.5131,0.6146,17.42,27.55,6.84,1.7
2016-09-04,6.331,9.2796,0.7178,16.56,32.15,1.35,2.43
2016-09-05,5.904,7.0188,1.787,17.15,40.83,23.89,2.79
2016-09-06,6.0847,7.8806,1.3807,18.54,30.12,13.34,2.27
2016-09-07,6.0514,7.9786,0.9938,19.09,30.63,8.93,2.85
2016-09-08,6.149,7.9582,1.1155,20.48,30.34,15.04,3.13
2016-09-09,6.1349,7.7909,1.0318,20.25,33.73,10.04,3.4
2016-09-10,5.7168,5.8006,1.6706,20.14,41.4,41.53,4.6
2016-09-11,6.1704,7.1851,1.3913,16.83,55.65,11.44,4.67
2016-09-12,5.9657,6.6437,1.4714,17.91,51.64,17.96,3.82
2016-09-13,5.7864,6.1788,1.6104,19.68,36.77,29.45,3.07
2016-09-14,3.4858,1.6205,2.4202,16.62,59.4,78.15,4.59
2016-09-15,5.8248,5.705,2.015,18.76,52.39,37.66,4.69
2016-09-16,4.8178,3.1375,2.5702,20.22,35.22,63.56,4.62
2016-09-17,4.7285,3.2784,2.6772,16.11,28.12,61.46,3.21
2016-09-18,1.2701,0.3538,0.977,11.05,73.98,95.35,4.36
2016-09-19,4.6262,2.8056,2.7214,13.89,54.05,50.51,2.44
2016-09-20,6.6154,7.8902,1.4177,15.65,55.82,11.7,1.69
2016-09-21,6.991,9.5758,0.8256,18.5,37.33,0.94,1.99
2016-09-22,7.2391,10.2938,0.6367,20.01,27.44,1.23,2.78
2016-09-23,7.1218,9.4459,0.865,20.48,19.55,18.35,3.07
2016-09-24,7.2461,9.9168,0.8078,18.96,36.3,7.31,2.85
2016-09-25,7.2319,9.5513,0.8398,19.73,30.47,2.69,3.21
2016-09-26,6.8863,8.3844,1.0781,19.2,58.54,7.32,4.68
2016-09-27,5.5378,4.4371,2.1403,19.39,52.14,59.63,3.27
2016-09-28,6.607,7.1779,1.5084,18.32,37.05,34.33,4.07
2016-09-29,6.4435,4.8415,2.7413,16.09,18.83,44.47,2.8
2016-09-30,6.1894,5.011,2.5097,18.6,44.79,46.28,3.34
2016-10-01,7.4743,9.1104,1.1592,19.96,14.28,34.87,2.99
2016-10-02,7.6711,10.2912,0.7678,16.83,27.13,7.71,3.6
2016-10-03,7.8132,10.7902,0.6914,13.13,37.48,1.39,3.05
2016-10-04,6.5417,6.391,2.5198,12.65,38.65,27.41,2.15
2016-10-05,7.7784,10.2526,0.9998,15.69,34.8,29.61,2.61
2016-10-06,8.123,11.1175,0.7034,21.55,12.52,8.77,2.9
2016-10-07,7.585,9.4702,1.1412,23.22,15.73,29.18,3.45
2016-10-08,6.2638,5.7187,2.1658,20.44,45.79,50.73,4.62
2016-10-09,5.771,4.4544,2.5622,19.32,43.44,58.53,3.22
2016-10-10,7.9577,9.875,1.0411,18.64,33.06,20.13,3.42
2016-10-11,7.631,8.4478,1.9145,22.07,35.46,28.12,2.88
2016-10-12,7.6286,7.5396,2.3028,23.53,16.0,54.05,2.84
2016-10-13,7.0042,7.0855,1.7748,21.51,44.18,40.61,3.42
2016-10-14,7.0915,6.8911,2.1398,19.85,56.85,25.13,4.03
2016-10-15,7.8173,9.6578,1.0344,20.96,51.01,15.93,4.52
2016-10-16,5.1451,4.2907,2.7722,23.18,35.69,56.44,4.11
2016-10-17,6.1337,3.7987,2.9273,22.73,31.57,68.98,3.75
2016-10-18,6.6857,4.925,2.4362,18.33,58.22,71.06,5.08
2016-10-19,3.9626,1.6061,2.586,15.29,82.2,91.78,3.34
2016-10-20,5.6623,3.4666,2.7919,17.29,77.27,80.27,3.19
2016-10-21,6.0504,4.5562,2.327,18.49,79.53,76.41,2.35
2016-10-22,7.728,8.1379,1.7537,22.09,60.46,60.91,2.34
2016-10-23,7.6858,8.3729,1.7213,22.52,51.62,40.27,2.48
2016-10-24,7.1856,6.9554,2.5109,21.82,46.11,39.39,3.04
2016-10-25,8.3376,10.5185,0.894,21.44,35.33,5.85,2.17
2016-10-26,6.3418,3.9125,3.0422,21.54,62.11,65.62,2.96
2016-10-27,7.8317,8.4782,1.5578,24.37,49.13,33.74,1.98
2016-10-28,7.7846,9.5479,1.1424,24.75,41.53,16.77,2.0
2016-10-29,7.7878,8.8121,1.3838,24.52,37.17,36.08,3.0
2016-10-30,7.705,8.3388,1.6464,26.43,32.31,48.95,2.18
2016-10-31,8.2778,8.9957,1.4659,26.4,31.71,32.52,2.2
2016-11-01,5.1828,2.4571,3.1795,23.95,48.24,69.95,3.24
2016-11-02,7.0416,5.5034,2.7089,22.22,63.43,70.3,4.22
2016-11-03,7.6445,7.0618,2.5939,21.94,63.84,61.81,3.62
2016-11-04,7.8482,8.7338,1.4414,24.08,53.62,47.63,1.88
2016-11-05,5.0393,2.5027,3.1884,22.13,59.26,84.77,2.49
2016-11-06,4.9819,2.6786,3.21,23.53,55.39,90.42,3.3
2016-11-07,5.0873,2.8603,2.8037,20.06,77.5,86.74,3.68
2016-11-08,6.5717,4.8202,2.6674,20.61,73.14,76.94,2.53
2016-11-09,7.0037,5.8834,2.4701,20.76,72.43,65.06,2.78
2016-11-10,7.2634,6.1248,2.1708,20.94,72.96,70.76,2.73
2016-11-11,4.0526,1.3678,2.7322,18.15,84.4,96.22,3.95
2016-11-12,7.7222,6.9149,2.3738,18.96,80.01,62.81,4.29
2016-11-13,8.3611,9.2582,1.6375,19.03,54.21,26.66,2.3
2016-11-14,6.816,5.2488,2.7934,19.13,67.7,66.16,3.22
2016-11-15,6.7572,4.0152,3.0914,17.47,74.4,81.33,3.1
2016-11-16,6.7694,4.927,3.0065,18.37,74.3,77.41,2.92
2016-11-17,7.7438,8.207,1.7705,21.12,61.9,44.48,2.62
2016-11-18,8.6198,9.7994,1.3946,20.32,44.32,26.44,2.49
2016-11-19,3.853,1.1695,2.7086,16.8,77.83,90.03,3.12
2016-11-20,7.7743,6.8794,2.1574,19.74,71.8,50.12,2.34
2016-11-21,4.6231,0.7375,3.6559,18.45,78.24,71.71,2.8
2016-11-22,7.7186,7.1441,2.3489,22.22,62.41,68.17,0.89
2016-11-23,6.211,2.6918,4.0224,19.9,82.3,92.74,2.49
2016-11-24,2.2543,0.1651,1.764,18.19,87.04,99.55,1.71
2016-11-25,5.3138,2.8951,2.8901,19.24,76.43,95.14,1.59
2016-11-26,7.7743,6.4543,2.6263,18.98,73.24,49.88,2.0
2016-11-27,7.0097,5.5553,2.5366,18.21,77.4,63.81,2.53
2016-11-28,8.7643,9.6192,1.6166,21.07,61.57,11.13,1.95
2016-11-29,8.7173,10.061,1.4578,22.94,54.51,15.06,2.1
2016-11-30,8.5061,9.371,1.3934,23.49,58.89,38.31,3.06
2016-12-01,7.9668,7.0831,2.7406,23.74,50.93,51.67,3.73
2016-12-02,8.4173,8.0566,2.4242,21.46,56.1,40.19,2.67
2016-12-03,8.7401,9.4094,1.5444,21.21,62.45,13.07,3.03
2016-12-04,8.8858,10.4251,1.1066,23.38,60.5,29.12,2.27
2016-12-05,7.4738,4.8725,4.0154,20.82,70.59,91.33,2.4
2016-12-06,7.5816,5.0251,3.5724,21.41,65.97,82.28,2.36
2016-12-07,5.6698,2.25,3.9605,22.32,63.58,93.04,1.05
2016-12-08,8.202,6.8338,2.5416,22.76,60.65,69.28,2.3
2016-12-09,6.4253,3.8054,3.4634,23.43,57.1,83.53,1.74
2016-12-10,8.0868,7.3488,2.4319,23.37,57.1,70.08,2.33
2016-12-11,7.3615,3.9938,3.7022,20.33,74.97,84.83,2.99
2016-12-12,6.7457,3.6012,3.733,19.11,75.32,85.14,2.98
2016-12-13,6.583,3.6096,3.12,20.18,70.42,87.76,2.03
2016-12-14,5.4151,2.1302,3.4908,18.79,80.3,95.03,2.54
2016-12-15,6.1814,2.0124,4.751,19.86,75.07,99.02,1.45
2016-12-16,7.7902,5.8519,3.5117,21.68,66.33,61.07,2.17
2016-12-17,8.4562,8.6482,1.9817,21.81,64.26,44.92,1.69
2016-12-18,7.5511,6.0154,3.0737,22.39,64.19,31.58,1.67
2016-12-19,8.3088,8.0633,1.9606,23.04,59.89,39.57,1.68
2016-12-20,8.4643,7.6836,2.3441,24.31,56.78,33.42,0.83
2016-12-21,8.3597,8.1286,1.572,23.67,61.67,61.82,2.61
2016-12-22,6.8244,4.4153,3.6799,25.86,49.76,68.81,1.53
2016-12-23,8.1228,7.6702,2.2716,25.29,51.92,57.17,2.32
2016-12-24,3.631,0.8837,2.7242,23.73,56.89,98.56,1.76
2016-12-25,1.8854,0.1207,1.4705,17.18,78.77,99.57,2.94
2016-12-26,2.975,0.2578,2.2966,17.12,82.56,98.44,2.29
2016-12-27,4.7592,1.7683,3.1051,20.4,76.08,82.06,1.72
2016-12-28,3.293,0.5455,2.5754,20.55,76.03,97.26,1.59
2016-12-29,6.5251,3.3672,3.3686,21.19,71.39,81.39,1.99
2016-12-30,6.635,3.9415,3.6864,20.88,68.3,74.11,1.68
2016-12-31,8.359,7.7582,2.2966,21.92,63.48,35.9,1.24
2017-01-01,8.7859,9.0936,1.9663,23.57,56.04,16.75,1.34
2017-01-02,8.113,7.0728,2.917,23.3,58.64,25.5,1.74
2017-01-03,6.8813,4.692,3.2573,24.29,55.77,55.79,1.86
2017-01-04,4.4527,0.9355,3.2014,19.38,75.3,97.29,3.53
2017-01-05,8.1818,7.0771,2.7847,20.56,64.11,45.59,3.16
2017-01-06,7.0387,5.017,3.161,21.57,69.94,69.35,2.1
2017-01-07,1.859,0.1356,1.476,20.02,85.33,99.6,1.75
2017-01-08,2.7643,0.3715,2.1382,17.74,86.67,97.98,2.89
2017-01-09,6.4075,2.6479,3.8333,18.86,78.9,81.34,1.15
2017-01-10,7.9502,6.5767,2.5253,20.0,71.08,53.08,2.4
2017-01-11,7.325,5.2459,3.241,19.41,72.62,75.66,2.13
2017-01-12,6.8813,4.0411,3.4008,20.75,77.59,77.32,1.48
2017-01-13,5.4914,2.671,2.8949,21.08,80.1,90.68,1.18
2017-01-14,6.1109,2.0386,3.9595,20.44,79.0,70.51,1.48
2017-01-15,7.1642,5.7379,2.8222,20.68,74.87,49.16,1.93
2017-01-16,7.3433,5.9376,2.813,20.8,72.23,43.22,3.49
2017-01-17,8.8798,9.4846,1.627,17.46,63.76,27.58,4.36
2017-01-18,9.5172,12.3946,0.7385,17.05,53.87,6.69,2.61
2017-01-19,9.0929,11.3762,0.929,20.34,53.45,6.63,1.47
2017-01-20,7.3502,7.3726,1.6013,22.69,49.41,40.11,1.66
2017-01-21,6.6055,4.5953,2.7022,21.74,67.59,63.9,2.54
2017-01-22,7.8235,6.7894,2.545,20.64,68.64,47.59,2.19
2017-01-23,7.2869,5.6006,3.2498,21.06,71.36,39.03,1.87
2017-01-24,7.3212,5.8795,2.8836,22.23,68.89,53.62,2.17
2017-01-25,5.8205,2.4446,3.4781,21.53,73.77,93.38,1.69
2017-01-26,3.8028,0.4399,2.9297,20.09,79.01,98.25,2.99
2017-01-27,3.3492,0.3504,2.6719,19.51,83.56,99.21,3.03
2017-01-28,5.6179,2.1396,3.6374,20.29,71.25,90.83,1.66
2017-01-29,8.3124,7.537,2.1821,20.35,51.43,55.83,1.32
2017-01-30,2.3491,0.161,1.8667,20.0,80.57,99.56,1.35
2017-01-31,5.0405,2.1634,3.0456,20.82,64.62,88.82,2.26
2017-02-01,8.2874,8.6234,1.7693,20.62,59.26,29.67,1.36
2017-02-02,7.5838,6.756,2.393,21.69,55.65,41.41,1.25
2017-02-03,6.972,5.2183,2.9244,20.68,72.44,53.29,2.96
2017-02-04,6.5599,3.839,3.667,20.44,72.99,68.08,2.42
2017-02-05,5.081,2.2296,3.1291,21.72,70.56,91.23,1.48
2017-02-06,5.6078,2.5327,3.2443,21.69,72.33,87.91,2.18
2017-02-07,5.0059,1.7815,3.2971,21.48,75.73,90.21,1.55
2017-02-08,5.874,3.1186,3.2268,21.49,75.46,81.03,1.54
2017-02-09,7.175,5.123,2.9726,22.64,69.56,43.06,1.5
2017-02-10,6.6298,4.2202,2.9652,21.29,71.44,76.98,1.75
2017-02-11,7.164,6.1205,2.8325,21.09,70.61,43.47,1.72
2017-02-12,6.9206,6.1118,2.4734,22.29,59.93,33.83,1.26
2017-02-13,5.9722,4.3774,2.58,22.87,63.19,61.65,1.7
2017-02-14,5.8279,3.5503,2.8812,22.69,69.77,83.61,1.07
2017-02-15,5.9714,3.691,2.8918,22.73,68.98,68.91,2.02
2017-02-16,6.9312,6.0571,2.6465,22.35,68.36,53.6,3.62
2017-02-17,4.4196,1.4966,3.3314,20.93,73.77,83.91,5.34
2017-02-18,5.5862,2.9506,3.4373,20.69,70.16,44.37,3.74
2017-02-19,6.8232,4.9241,2.9489,21.8,68.08,49.53,1.69
2017-02-20,2.1271,0.1114,1.7201,18.45,86.93,98.52,2.67
2017-02-21,1.9843,0.2575,1.5854,16.76,92.32,99.39,3.42
2017-02-22,2.8973,0.8443,2.1439,17.1,82.06,96.15,3.63
2017-02-23,2.3117,0.415,1.741,16.45,85.74,92.21,3.38
2017-02-24,3.3677,0.5669,2.5973,17.33,83.71,98.96,1.98
2017-02-25,3.9216,0.786,2.9628,19.22,82.64,95.94,1.04
2017-02-26,5.7475,3.0835,3.4786,20.22,76.0,76.21,2.08
2017-02-27,4.8209,1.8,3.1289,18.29,81.21,85.45,1.83
2017-02-28,5.0395,3.0331,2.6551,18.39,80.05,46.29,1.4
2017-03-01,7.0889,6.3778,2.256,20.31,71.2,16.68,1.14
2017-03-02,5.5169,2.9122,2.8133,20.01,77.4,47.96,1.48
2017-03-03,2.209,0.6586,1.639,19.39,82.51,68.36,1.76
2017-03-04,5.7792,3.5076,2.8913,20.22,77.63,75.18,1.48
2017-03-05,6.0629,4.7676,2.4833,20.73,74.25,51.19,1.38
2017-03-06,6.7668,6.3096,2.1922,20.85,75.26,27.53,2.49
2017-03-07,6.8813,7.3205,2.0681,20.69,69.74,19.99,1.68
2017-03-08,6.7805,6.1176,2.4641,20.87,66.13,43.69,1.37
2017-03-09,6.0888,5.1938,2.0225,19.67,59.71,65.83,3.17
2017-03-10,7.2108,7.5698,1.7066,16.03,59.54,41.94,3.79
2017-03-11,7.541,9.912,0.8669,15.66,63.17,4.47,1.96
2017-03-12,7.207,9.1522,1.1244,19.51,53.26,8.0,1.17
2017-03-13,6.2806,5.5944,2.2642,19.46,63.1,52.16,1.08
2017-03-14,6.4918,6.7044,1.7364,21.06,53.9,37.51,1.04
2017-03-15,5.8786,4.4719,2.5318,20.68,59.51,51.46,2.11
2017-03-16,6.8134,8.1034,1.3915,21.39,56.72,31.88,1.11
2017-03-17,6.419,6.299,2.0537,20.38,66.73,24.06,1.54
2017-03-18,6.9326,8.3148,1.4261,21.44,52.86,13.36,2.09
2017-03-19,5.765,4.3142,2.9484,18.98,63.07,33.54,3.64
2017-03-20,7.08,8.6705,1.0915,18.45,56.91,25.4,2.3
2017-03-21,7.0262,9.451,0.7762,18.93,51.85,6.16,1.75
2017-03-22,6.6113,8.0467,1.3591,20.11,53.27,16.84,1.14
2017-03-23,5.7989,6.1102,1.7544,19.84,63.33,46.42,1.58
2017-03-24,5.0954,3.6134,2.7794,20.13,56.48,59.7,2.07
2017-03-25,4.9375,4.5029,1.9464,19.92,59.71,48.77,1.82
2017-03-26,3.8832,1.6999,2.423,16.41,74.98,64.82,2.65
2017-03-27,5.6112,5.2838,2.2219,17.4,68.31,37.0,2.34
2017-03-28,6.8969,9.7282,0.6989,19.3,48.05,1.39,1.96
2017-03-29,6.6562,9.0286,0.8503,20.15,39.24,4.45,1.1
2017-03-30,6.0274,6.5755,1.6457,20.13,65.23,17.29,2.09
2017-03-31,6.6502,9.4046,0.7313,21.36,47.47,3.82,1.37
2017-04-01,6.2047,8.411,1.1827,21.87,45.14,20.01,1.66
2017-04-02,5.8044,6.8261,1.3306,20.47,59.58,20.08,1.84
2017-04-03,5.4,5.5385,1.8046,22.47,49.15,30.07,0.87
2017-04-04,5.7917,6.7459,1.3404,21.79,52.75,18.28,1.63
2017-04-05,5.8114,7.0421,1.4239,21.6,50.56,21.59,1.15
2017-04-06,4.926,4.3994,1.8931,21.24,56.04,50.6,1.78
2017-04-07,3.0838,0.7063,2.4917,16.23,85.63,97.16,1.9
2017-04-08,4.5706,3.2866,2.646,17.29,77.71,80.36,1.25
2017-04-09,4.7683,3.4193,2.4854,19.17,69.37,77.34,1.05
2017-04-10,3.9631,3.0958,1.8173,20.09,67.73,73.65,0.93
2017-04-11,3.2239,1.0562,2.4002,17.85,78.75,82.12,1.3
2017-04-12,3.7296,3.1044,1.9363,17.11,80.1,58.87,1.93
2017-04-13,2.214,0.659,1.8046,16.87,81.24,90.65,2.67
2017-04-14,3.6818,1.4186,2.6738,17.23,76.86,83.28,1.5
2017-04-15,5.7845,7.9246,1.2149,16.05,55.93,12.63,1.85
2017-04-16,5.3052,6.0403,1.6418,14.48,63.1,35.38,1.64
2017-04-17,5.9506,9.421,0.57,15.08,44.32,2.42,2.01
2017-04-18,5.9501,9.6118,0.498,15.13,49.63,0.62,2.12
2017-04-19,5.9482,9.6886,0.4915,15.08,42.34,0.31,1.84
2017-04-20,5.8639,9.119,0.6936,14.31,41.64,4.36,1.84
2017-04-21,5.765,8.7655,0.6917,14.55,35.14,9.06,1.4
2017-04-22,5.3707,7.4122,1.105,16.04,46.54,29.8,1.02
2017-04-23,3.4294,0.8304,2.6731,14.06,52.52,89.0,1.32
2017-04-24,4.41,4.6399,1.8502,14.45,60.31,61.72,0.75
2017-04-25,4.0133,3.8141,2.0592,13.44,72.01,40.28,1.24
2017-04-26,4.1916,4.0831,1.9843,13.49,70.35,32.19,1.29
2017-04-27,4.1141,4.2226,1.8281,14.28,60.65,34.26,1.26
2017-04-28,4.3464,5.4588,1.2878,15.59,55.52,33.59,1.42
2017-04-29,5.0618,6.9307,1.2168,14.11,67.69,22.15,2.34
2017-04-30,4.9985,7.1438,1.116,15.11,68.19,21.91,2.41
2017-05-01,4.2432,4.9531,1.5163,14.65,68.33,31.5,1.53
2017-05-02,4.0402,5.5913,1.2218,15.37,66.67,29.29,0.94
2017-05-03,4.4494,6.0415,1.2163,16.15,55.3,22.59,1.19
2017-05-04,4.0908,5.0777,1.4563,15.93,53.6,30.38,1.59
2017-05-05,3.959,4.9694,1.3531,15.89,54.3,40.22,1.34
2017-05-06,3.109,1.5569,2.4187,15.93,54.31,71.95,1.57
2017-05-07,4.5022,6.0727,1.1246,17.0,44.51,14.32,0.97
2017-05-08,2.8224,1.0054,2.0875,15.61,55.57,90.47,1.9
